Singer,FM,Title,Lyrics,AppleMusicYear,SongReleaseYear,DebutYear,Active,Subject,Persona,imageURL,id
소녀시대 (GIRLS' GENERATION),여성,Holiday,"Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday Ho-Ho-Holiday 
I'm feeling good 
이날을 기다려왔어 
처음 만난 그 순간처럼 
다시 만난 너와 나
I'm feeling cool 
이제야 완벽해졌어 
네 곁에 있는 이 순간 
모든 게 달라졌어 Yeah
Baby Baby 널 모두 보여줘 
좀 더 다가올래
걸음을 옮겨 어디든 좋아 
Let's go party
타오르는 저 불빛 아래서 
이젠 즐겨볼래
머리 속은 비우고 모든 걸 
내게 던져
Hey 오늘이 우리 Holiday 
멋진 날이 온 거야 한참 기다린 순간
Hey 특별해 우리 Holiday 
너와 나만을 위한 하루가 될 수 있게
지쳤던 맘은 던져버려 
여기 너와 나 함께 즐기면 돼
Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday Ho-Ho-Holiday 
Volume을 높여봐 Feel the beat 
지금 이 Rhythm을 느껴봐 
Feeling good 
You know I'm hot hot hot hot 
좀 더 뜨거워지는 
너와 나의 Daylight
Hey 모든 걸 던지고 나와 Party 
이 행복이 영원할거라 믿어 Honey
Baby Baby 난 멈추지 않아 
계속 달려갈래
Rhythm을 따라 기분을 내봐 
Shake your body
뜨거워진 이 무대 위에서 
같이 놀아볼래
복잡한 건 지우고 모든 걸 내게 맡겨
Hey 오늘이 우리 Holiday 
멋진 날이 온 거야 한참 기다린 순간
Hey 특별해 우리 Holiday 
너와 나만을 위한 하루가 될 수 있게
지쳤던 맘은 던져버려 
여기 너와 나 함께 즐기면 돼
Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday Ho-Ho-Holiday 
Hot Hot Hot 
눈부신 너와 나의 지난 얘기
Hot Hot Hot 
더 뜨거워진 우리 사이
Hot Hot Hot 
꼭 잡은 두 손 느껴지니
Hot Hot Hot 
Oh yeah hii hah
Hey 우리들만의 Holiday 
지친 하룰 벗어나 짜릿함에 날 맡겨 
Hey 너무 완벽한 Holiday 
오늘이 가기 전에 좀 더 즐기는 거야 
이대로 맘이 가는 대로 
특별한 날을 만들어 너와 나 
Ho-Ho-Holiday Ho-Ho-Holiday 
Ho-Ho-Holiday It's a Holiday Yeah ",2017,,2007,0.8923076923,0.2549019608,순정파,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/c3/8f/90/c38f909a-d5ff-c10b-78b6-78575e29ada1/GG-DIGITAL_COVER_FIX_1.jpg/592x592bb.webp,11
투모로우바이투게더,남성,9와 4분의3 승강장에서 너를 기다려,"나만 빼고 다 행복한 것만 같아
우는 것보다 웃을 때가 더 아파
맨날 참아보려 해도 버텨보려 해도
그게 잘 안돼
지금 내겐 네 손이 필요해
그럴 땐 눈물이 날 땐
내 손을 꽉 잡아 도망갈까
숨겨진 9와 4분의 3엔
함께여야 갈 수 있어
비비디 바비디 열차가 출발하네
비비디 바비디 우리의 매직 아일랜드
이 터널을 지나면
눈을 뜨고 나면
꿈속은 현실이 돼
내 영원이 돼줘 내 이름 불러줘
Run away run away
run away with me
세상의 끝에서 forever together
Run away babe 내게 대답 해줘
말해줘 yes 아니는 no
Don’t wanna stay 자 이제 go
너와 나 함께라면 하늘 위를 달려
말해줘 yes 아니는 no
Don’t wanna stay 자 이제 go
지금 날 데려가 줘 우리라는 마법에
I don't I don't wanna wake up
내 지팡이는 알람 브레이커
우주 속을 우린 헤엄
두 개의 꼬리별이 되어 bungee
It's okay don't be afraid
우리가 함께해
이 밤이 끝나려 할 땐
시계를 되감아 지금 rewind
금지된 장난과 이 magic hour
푸른 빛 불꽃이 피어
하늘빛 마법진 교실을 색칠할래
소환의 주문이 너와 날 이어 주게
이 터널을 지나면 눈을 뜨고 나면
꿈속은 현실이 돼
내 영원이 돼줘 내 이름 불러줘
Run away run away
run away with me
세상의 끝에서 forever together
Run away babe 내게 대답 해줘
말해줘 yes 아니는 no
Don’t wanna stay 자 이제 go
너와 나 함께라면 하늘 위를 달려
말해줘 yes 아니는 no
Don’t wanna stay 자 이제 go
지금 날 데려가 줘 우리라는 마법에
캄캄한 밤 그 계단 밑에서
널 본 순간 마법은 시작됐어
네 눈물로 주문을 만들자
다신 울지 않게
내 영원이 돼줘 내 이름 불러줘
Run away run away
run away with me
세상의 끝에서 forever together
Run away babe 내게 대답 해줘
말해줘 yes 아니는 no
Don’t wanna stay 자 이제 go
너와 나 함께라면 하늘 위를 달려
말해줘 yes 아니는 no
Don’t wanna stay 자 이제 go
지금 날 데려가 줘 우리라는 마법에",2020,,,0.8923076923,0.3269230769,순정파,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/65/e5/73/65e57352-367d-b43f-04bd-8c166183fddc/00602508411656_Cover.jpg/592x592bb.webp,12
몬스타엑스,남성,HERO,"하루 종일 널 지켜보면서
발견한 유일한 문제점 yeah
너를 귀찮게 만드는
가식 뿐인 늑대 같은 남자들
아니야 넌 내 껀데
내가 지켜야 할 의무가 있는데
누가 널 절대 넘볼 수 없게
내가 지켜줄게
넌 너무나 아름다워서
난 적이 많아
마치 공주를 지키는 게임 같아
걱정하지 마 난 너만의 남자
I can be your hero
I can be your hero
I can be your hero
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
악당들은 뒤로
나쁜 것들 포대기에 싸맨
다음 트럭에 실어
하나 같이 다 짐승 같아 보여 
동물원에 버려
전부 말들이 많어 널 가지려 
뱉어대는 개소리 월월월
What 만만하게 날 봤다면
버섯 먹고 크게 자라
바지 위에 팬티를 입고
망토를 달아 수트도 가끔 입고
가슴에서 빛이 나 
빛이 나 우리가 빛이 나
다들 고개를 bow
마지막 경고할게
화 나면 난리 나 나 무섭게 변해
누가 널 절대 넘볼 수 없게
내가 지켜줄게
넌 너무나 아름다워서
난 적이 많아
마치 공주를 지키는 게임 같아
걱정하지 마 난 너만의 남자
I can be your hero
I can be your hero
I can be your hero
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
Ay 난 너의 악당들을 모두 
하나 같이 뱅 뱅 뱅 뱅
하늘을 슝슝 그냥 막 하늘을 
날아다녀 슈퍼맨
너의 입꼬리 위에 매달려
웃음짓게 만들어 낼게 배트맨
널 울게 만드는 그 어떤 악당들 
이제는 싹 다 꺼지라 할게요
I can be your hero
I can be your hero
I can be your hero
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man
I can be your hero
I can be your man",2015,2015,2015,0.8780487805,1,수호자,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/38/70/e0/3870e038-e02d-b620-6a51-21c9ba48e72e/mzm.fulxyvrs.jpg/592x592bf.webp,13
몬스타엑스,남성,SHINE FOREVER,"니가 내 옆에 있어 
너보다 빛이 나는 건 없어 예 
지금 헤매고 있어 
길을 잃어버린 아이처럼 
One & only like a holy 
I’m fascinated 
by the bright light of 
your beauty 
어두웠던 날들에 
이제 너를 대입해 
날 온통 밝게 물들여줘 하얗게 
You’re so beautiful 더 빛이나 
너를 계속 볼 수 있게 
한번으로 만족 못해 
다시 웃어줘 그렇게 
두 팔 벌려 내게로 와서 안겨 
꼭 안겨 내 품 안에 안겨 
빈 공간에 널 채워두고 싶어 
내가 너를 비출게 
Shine forever 예 예 예 예 예 예 
Shine forever 주윌 봐 니가 빛나잖아 
Shine forever 
내가 널 비추는 유일한 spotlight 
니가 있는 매 순간이 하이라이트 
Shine forever Forever know 
넌 내게로 you know ah 
다른 남자들에게는 널 
더는 보여주지마 
니가 힘들 테니까 
니가 혼자 있지 않게 
내가 있어줄게 너의 곁에 
너란 따뜻한 빛을 담고 
나란 꽃은 광합성 
찬란한 천사 
내 눈을 멀게 하소서 
비로소 나로서 
이제야 그대를 알았어 
너의 화려함 
그 날개를 달고 날아와줘 
You’re so beautiful 더 빛이나
너를 계속 볼 수 있게
한번으로 만족 못해
다시 웃어줘 그렇게
두 팔 벌려 내게로 와서 안겨
꼭 안겨 내 품 안에 안겨
빈 공간에 널 채워두고 싶어
내가 너를 비출게
Shine forever 예 예 예 예 예 예
Shine forever 주윌 봐 니가 빛나잖아
Shine forever
내가 널 비추는 유일한 spotlight
니가 있는 매 순간이 하이라이트
Shine forever Forever know
넌 내게로 you know ah
나와 내 모든 것을 걸고
빛이 나는 네게 달려갈게 예
생각은 모두 떨쳐
네게 집중할 시간만 내게 남게 예
너의 찬란한 빛
널 만지게 해줘
온기로 가득한 품
그 품에 안기게 해줘
shine forever 계속 빛나줘
내 길을 잃어 헤매더라도
계속 빛나줘
Shine forever 예 예 예 예 예 예
Shine forever 주윌 봐 니가 빛나잖아
Shine forever
내가 널 비추는 유일한 spotlight
니가 있는 매 순간이 하이라이트
Shine forever Forever know
넌 내게로 you know ah
Shine forever",2017,,2015,0.8714285714,0.8219178082,숭배자,https://is2-ssl.mzstatic.com/image/thumb/Music117/v4/96/24/8c/96248c26-c717-01f2-4092-13764e2429a0/cover-.jpg/592x592bb.webp,14
BLACKPINK,여성,Ice Cream,"Come a little closer
cause you looking thirsty
Imma make it better sip it
like a Slurpee
Snow cone chilly
Get it free like Willy
In the jeans like Billie
You be poppin’ like a wheelie
Even in the sun
you know I keep it icy
You could take a lick
but it’s too cold to bite me
Brrr brrr frozen
You’re the one been chosen
Play the part like Moses
Keep it fresh like roses
Look so good yeah look so sweet
Looking good enough to eat
Coldest with this kiss
so he call me ice cream
Catch me in the fridge right
where the ice be
Look so good yeah look so sweet
Baby you deserve a treat
Diamonds on my wrist
so he call me ice cream
You can double dip
cause I know you like me
Ice cream chillin’ chillin’
Ice cream chillin’
Ice cream chillin’ chillin’
Ice cream chillin’
I know that my heart could be
so cold
But I’m sweet for you
come put me in a cone
You’re the only touch yeah
they get me melting
He’s my favorite flavor
always gonna pick him
You’re the cherry piece
just stay on top of me so
I can’t see nobody else for me no
Get it flip it scoop it
Do it like that ah yeah ah yeah
Like it love it lick it
Do it like lalala oh yeah
Look so good yeah look so sweet
Looking good enough to eat
Coldest with this kiss
so he call me ice cream
Catch me in the fridge right
where the ice be
Look so good yeah look so sweet
Baby you deserve a treat
Diamonds on my wrist
so he call me ice cream
You can double dip
cause I know you like me
Ice cream chillin’ chillin’
Ice cream chillin’
Ice cream chillin’ chillin’
Ice cream chillin’
Ice cream chillin’ chillin’
Ice cream chillin’
Ice cream chillin’ chillin’
Ice cream
Chillin’ like a villain yeah
ra ra ra
미친 미친듯한 속도 in my La Fera
너무 빨러 너는 삐끗
원한다면 그냥 지름
Millis Billis 매일 벌음
한여름 손목에 얼음
Keep it movin’ like my lease up
Think you fly boy where ya visa
Mona Lisa kinda Lisa
Needs an ice cream man
that treats her
Keep it movin’ like my lease up
Think you fly boy where ya visa
Mona Lisa kinda Lisa
Needs an ice cream man
that treats her
Na na na na na
na na na na na na na
Ice on my wrist yeah I like it
like this
Get the bag with the cream
If you know what I mean
Ice cream
Ice cream
Ice cream chillin’
Na na na na na
na na na na na na na
Ice on my wrist yeah I like it
like this
And I’m nice with the cream
If you know what I mean
Ice cream
Ice cream
Ice cream",2020,,2016,0.862745098,0.3333333333,유혹자,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/c3/64/46/c364465f-6271-8aae-93a8-b9979d2befe5/20UMGIM82075.rgb.jpg/592x592bb.webp,15
아이브,여성,LOVE DIVE,"네가 참 궁금해 그건 너도 마찬가지
이거면 충분해 쫓고 쫓는 이런 놀이
참을 수 없는 이끌림과 호기심
묘한 너와 나 두고 보면 알겠지

Woo 눈동자 아래로
Woo 감추고 있는 거
Woo yeah It’s so bad It’s good
난 그 맘을 좀 봐야겠어

Narcissistic, my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive

마음은 이렇게 알다가도 모르지
사랑이라는 건 한순간에 필 테니
직접 들어와 두 눈으로 확인해
내 맘 가장 깊은 데로 오면 돼

Woo 망설일 시간은
Woo 3초면 되는 걸
Woo yeah It’s so bad It’s good
원하면 감히 뛰어들어

Narcissistic, my god I love it
서로를 비춘 밤
아름다운 까만 눈빛 더 빠져 깊이
(넌 내게로 난 네게로)
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive

숨 참고 love dive
숨 참고 love dive
숨 참고 love dive
숨 참고 love dive

Woo lalalalalalala
Woo 어서 와서 love dive
Woo oh perfect sacrifice yeah
숨 참고 love dive",2022,,,0.8571428571,0.9333333333,지배자,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/67/f8/16/67f8164a-bfc2-f29b-e241-800426a968ef/cover_KM0015013_1.jpg/592x592bb.webp,16
AOA,여성,Good Luck,"Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 놓치지 마 Lucky lucky
Good luck 나는 너의 Lucky lucky
어디서나 어딜 가나 당당한 Walking
흑백 세상 속에 나는 컬러풀한 Scene
Girls girls on top 더 자신 있게
Boom boom beat drop
꾸미지 않아도 혼자 주목받는 Skill
재미없는 남자들은 한순간에 Skip
Girls girls on top 그중에서도
I’m I’m the top
날 둘러싸는 시선이 반해버린
눈빛이 시시하게 느껴 져
내 사랑 갖고 싶다면
내 마음 뺏고 싶다면
색다르게 시작해
절대 나를 놓치지는 마
Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 손 내밀어 Lucky lucky
Good luck 나는 너의 Lucky lucky
Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 놓치지 마 Lucky lucky
Good luck 나는 너의 Lucky lucky
지루해진 너에게 난 얼음처럼 Chill
머릴 써 봐 Loose해 뻔한 사랑은 Kick
Boys boys watch out 니 가슴속에
Boom boom beat drop
콧대 높게 굴지 만 까다롭긴 하지만
아직 서투를 뿐이야
차가운 말투지만 보기보다 Lovely girl
정말 날 원한다면
절대 나를 놓치지는 마
Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 손 내밀어 Lucky lucky
Good luck 나는 너의 Lucky lucky
Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 놓치지 마 Lucky lucky
Good luck 나는 너의 Lucky lucky
수작 부리는 걸 볼 줄 아는 Skill
진부한 남자애들은 다 Skip
그래 너는 왕자님 Prince
미안한데 아가 나는 South god Queen
내게 야하고 싶어 하는 애들 잘 봐
눈높이가 달라 You boy go wow wow
난 주인공 넌 Extra boy
Good luck yeah good luck
I give you extra love
내 사랑 갖고 싶다면
내 마음 뺏고 싶다면
색다르게 시작해
Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 손 내밀어 Lucky lucky
Good luck 나는 너의 Lucky lucky
Good luck 길이길이 You like me
Good luck 길이길이 I like you
Good luck 놓치지 마 Lucky lucky
Good luck 나는 너의 Lucky lucky
Good luck 놓치지 마 Lucky lucky
Good luck 나는 너의 Lucky lucky",2016,,2012,0.8461538462,0.5454545455,유혹자,https://is5-ssl.mzstatic.com/image/thumb/Music30/v4/f0/43/b1/f043b1cb-7844-c5ea-c722-14a851621b72/COVER-AOA.jpg/592x592bb.webp,17
aespa,여성,도깨비불,"You’re so yummy yummy yummy
In my tummy tummy tummy

Look at you 빨라지는 걸음걸이
Look at me 호기심을 자극하지
Look at them 알아챌 수 없는 거리
Baby don’t panic 한밤의 Party

차올라 달이 딱 좋은 Timing
이건 비밀이야 쉿 우리만의
한밤의 Party 널 끌어당김
어쩌니 내게 뺏겨버린 환심

몽롱한 기분이 좋은 Tonight
색다른 세계로 이끄는 Light

Follow me, Come and get illusion
한입에 삼켜 널 Delicious
아찔한 미끼로 Hook up
관심을 먹고 Growing up
Follow me, Come and get illusion
몸집을 불려가 Delicious
점점 더 커지는 Fire
관심을 먹고 Growing up

(Will o' the wisp)
겁내지 말고 이리 온
(Will o' the wisp)
겁내지 말고 이리 온

Easy peasy 너도 알다시피
When you dizzy 내겐 그저 Dish
도깨비불 너를 놀려 Boo
예상 못 한 순간 등장하지 불쑥

첨 보는 Style 멋모를 Timing
너의 약점에다 Hit! It’s so funny
한밤의 Party 널 끌어당김
알아도 막을 수 없는 반칙

낯선 이 기분이 묘한 Tonight
감춰둔 본능을 이끄는 Light

Follow me, Come and get illusion
한입에 삼켜 널 Delicious
아찔한 미끼로 Hook up
관심을 먹고 Growing up
Follow me, Come and get illusion
몸집을 불려가 Delicious
점점 더 커지는 Fire
관심을 먹고 Growing up
(Will o' the wisp)
겁내지 말고 이리 온
(Will o' the wisp)
겁내지 말고 이리 온

Yummy yummy yummy
In your tummy tummy tummy
놀란 너의 Face 나를 저격하는 Taste
멀리멀리 달아나도 소용없어 이미
Come get illusion
So fool

Follow me, Come and get illusion
유일한 목격자 You’re the one
방심한 틈을 타 Swallow
환상을 먹고 Growing up
Follow me, Come and get illusion
순진한 먹잇감 Delicious
단번에 노리는 Hunter
네 맘을 뺏어 Growing up

(Will o' the wisp)
겁내지 말고 이리 온
(Will o' the wisp)
겁내지 말고 이리 온",2022,,,0.84375,0.2,유혹자,https://is3-ssl.mzstatic.com/image/thumb/Music112/v4/c9/7d/dd/c97ddd34-5962-8cf1-a55c-cf730d3069f5/888735941375.jpg/592x592bb.webp,18
f(x),여성,Electric Shock,"Electric Electric Shock
E-E-E-Electric
E-E-E-Electric Shock
전 전 전류들이 몸을 타고 흘러 다녀
기 기 기절할 듯 아슬아슬 찌릿찌릿
충 충 충분해 네 사랑이 과분해
격 격 격하게 날 아끼는 거 다 알아
블랙홀처럼 Yeah
빨려들어가 Haha
끝이 안보여 Yeah 떨어져 쿵 Oh
여기는 어디 Yeah 열심히
딩동딩동 대체 난 누구 A-Ha
머릿속이 빙그르르르르
점점 빨라지는 Beat
점점 더 크게 뛰는데
이미 한계를 넘어선
I'm In Shock E-Electric Shock
Nananananana Electric
Nananananana Electric
Nananananana
E-E-E-Electric Shock
Nananananana Electric
Nananananana Electric
Nananananana
E-E-E-Electric Shock
전 전 전압을 좀 맞춰서 날 사랑해줘
기 기척 없이 나를 놀래키진 말아줘
충 충돌 하진 말고 살짝 나를 피해줘
격 격변하는 세계 그 속에 날 지켜줘
의사 선생님 Yeah 이건 뭔가요
Haha 숨이 가쁘고 Yeah
열이 나요 Oh
말문이 막혀 Yeah 귓가는
딩동딩동 눈이 막 부셔 A-Ha
머릿속은 빙그르르르르
점점 빨라지는 Beat
점점 더 크게 뛰는데
이미 한계를 넘어선
I'm In Shock E-Electric Shock
Nananananana Electric
Nananananana Electric
Nananananana
E-E-E-Electric Shock
Nananananana Electric
Nananananana Electric
Nananananana
E-E-E-Electric Shock
Electric Electric Electric Shock
나의 모든 걸 사로잡은 Energy
그 눈빛 속에 강렬한 Laser Laser
내 맘 깊은 곳 증폭되는 Synergy
대체 끝이 없는 너의 Gage Gage
점점 빨라지는 Beat
점점 더 크게 뛰는데
이미 한계를 넘어선
I'm In Shock E-Electric Shock
Nananananana Electric
Nananananana Electric
Nananananana
E-E-E-Electric Shock
Nananananana Electric
Nananananana Electric
Nananananana
E-E-E-Electric Shock
Nananananana
Nananananana
Nananananana
E-E-E-Electric Shock",2012,2012,2009,0.8382352941,0.5,유혹자,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/d4/04/87/d4048786-c120-0be5-69b3-1f0d716833ee/asset.jpg/592x592bb.webp,19
카라,여성,루팡 (Lupin),"Sing It With Me Now 2010
We Bringing New Love
To The Floor
Rocking What's Real La
Couture
We Opening New Doors
New Show
New World New Control
Can You Keep Up Oh
Hallo Hallo Hallo Hallo Hallo
Hallo Hallo Hallo Hallo Hallo
Hallo Hallo Hallo Hallo Hallo
Hallo Hallo Catch Catch
Hallo Hallo
겁먹지마 니 심장소리가 들켜 쉿
뒤에 서서 침착하게 지켜봐봐
탐난다고 서두르단 결국 Game Set
유연하게 행동해봐 As Usual
It's Mine
It's Mine This Is Mine This
Is Mine
높이 올라가 세상을 다 가져봐
Never Back It Up Back It It Up
Never Turn It Up Turn It It Up
Hallo Hallo Hallo Hallo Hallo
Hallo Hallo Catch Catch
Hallo Hallo
한눈팔면 기회조차 뺏겨버려 쉿
누구보다 한발 먼저 다가가봐
남들처럼 티 내다간 결국
Game Set
유연하게 행동해봐 As Usual
It's Mine
It's Mine This Is Mine This
Is Mine
높이 올라가 세상을 다 가져봐
Never Back It Up Back It It Up
Never Turn It Up Turn It It Up
이제 차근차근 걸어 나가봐 세상
하나 하나 전부 가득 담아봐
특별하길 원하니
네 것 이길 바라니 시작해
높이 올라가 세상을 다 가져봐
Never Back It Up Back It It Up
Never Turn It Up Turn It It Up",2010,2010,2007,0.8378378378,0.4117647059,지배자,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e2/96/e8/e296e8fd-33b2-7da5-a443-cc323ac2e06d/cover-_Lupin.jpg/592x592bb.webp,20
걸 프렌즈,여성,Maybe I Love You,"MAYBE I LOVE YOU  
MAYBE I NEED YOU  
MAYBE I LOVE YOU  
사랑하나 봐  
MAYBE I LOVE YOU  
내 편안함은 너야 MAYBE  
I NEED YOU  
이렇게 니 품에 안기는 게  
MAYBE I LOVE YOU  
난 좋아 나의 너니까 날 꼭  
안아주면 돼 너 하나만  
있어주면 돼  
Hey hey 넌 언제나 내가  
부를 때 내 곁에 다가와  
살며시 날 부드럽게  
어루만지는 솜사탕 같아  
내가 힘들 때마다 너는  
용기를 주고  
외로울 때마다 언제나  
달려와 줘 영원히  
Forever you and me  
With you I believe  
날아갈 수 있어 저 하늘 위  
그렇게 너와나  
우리 우리 세상 끝나는 날까지  
둘이 둘이  
미소를 지을 때마다 가만히  
쳐다보며  
내 이름 불러줄 때마다 너로 인해  
Everything is ok  
너 없인 그림자도 없듯이  
텅 빈 Everything is lonely  
MAYBE I LOVE YOU  
내 편안함은 너야 MAYBE  
I NEED YOU  
이렇게 니 품에 안기는 게  
MAYBE I LOVE YOU  
난 좋아 사랑하나봐 날 꼭  
안아주면 돼 너 하나만  
있어주면 돼  
항상 숨 가빴던 차가운 내 삶에  
한줄기 빛이 돼 나를 비추네  
얼어붙은 맘을 녹이네 
사랑한단 말로 다 표현 못해 
내 맘은 깊고 커 말이라고 해 
그만큼 나도 널 믿고 있어 
I know 영원히 변치 않아 
힘들 땐 다가와서 나를 안어 
That's right 그렇게 우리 
둘이 둘이 
모든 게 변한 다해도 
끝까지 까지 
아무 말 없이 다가와 날 
꼭 안아주고 
아플 땐 항상 걱정하며 
날 감싸주고 
I believe you and I we were 
meant to be 
언제나 보고파 You're
my destiny 
MAYBE I LOVE YOU 
내 편안함은 너야 MAYBE 
I NEED YOU 
이렇게 니 품에 안기는 게 
MAYBE I NEED YOU 
난 좋아 사랑하나봐 
날 꼭 안아주면 돼 너 하나만 
있어주면 돼 
MAYBE I LOVE YOU 
언제나 너와 MAYBE 
I NEED YOU 
이렇게 내 곁에 있으면 돼 
MAYBE I LOVE YOU 
FOREVER 나의 너니까  
I love you yes I do 사랑해 
Stay with me 너를 사랑해 
Stay with me 너를 사랑해 
Stay with me 너를 사랑해 
Stay with me 너만을 사랑해 
Stay with me ",2006,2006,2006,0.8375,0.796875,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/d6/b0/68/d6b06877-53dd-40af-b000-66079f5873ff/asset.jpg/592x592bb.webp,21
BLACKPINK,여성,휘파람,"Hey boy
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
넌 너무 아름다워
널 잊을 수가 없어
그 눈빛이 아직 나를
이렇게 설레게 해 boom boom
24 365
오직 너와 같이 하고파
낮에도 이 밤에도
이렇게 너를 원해 ooh ooh
모든 남자들이 날 매일 check out
대부분이 날 가질 수 있다 착각
절대 많은 걸 원치 않아
맘을 원해 난
넌 심장을 도려내 보여봐
아주 씩씩하게 때론 chic chic 하게
So hot so hot 내가 어쩔 줄 모르게 해
나지막이 불러줘
내 귓가에 도는 휘파람처럼
이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 WHOA
널 향한 이 마음은 Fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
Hold up 아무 말 하지 마
Just whistle to my heart
그 소리가 지금 나를
이렇게 설레게 해 boom boom
생각은 지루해 느낌이 shhh
Every day all day
내 곁에만 있어줘 zoom zoom
Uh 언제나 난 stylin’
도도하지만 네 앞에선 darlin’
뜨거워지잖아 like a desert island
널 알아갈수록 울려대는 마음속 
그만 내빼 넘어와라 내게 boy
이젠 checkmate
게임은 내가 win uh-huh
난 널 택해 안아줘 더 세게
누가 널 가로채 가기 전에 내가 uh
이대로 지나치지 마요
너도 나처럼 날 잊을 수가 없다면 WHOA
널 향한 이 마음은 Fire
내 심장이 빠르게 뛰잖아
점점 가까이 들리잖아
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
휘파람 UH 휘 파람 파람 파람
can you hear that
휘 파라파라 파라 밤
This beat got me feelin’ like
바람처럼 스쳐가는
흔한 인연이 아니길
많은 말은 필요 없어
지금 너의 곁에 나를 데려가 줘 ohh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh
Make’ em whistle
like a missile bomb bomb
Every time I show up blow up uh",2016,2016,2016,0.8356164384,0.3529411765,유혹자,https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/66/1f/06/661f06a5-a04a-be0a-8683-4ff5123bda1e/blackpink_fin0807.jpg/592x592bb.webp,22
